,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
70,0 days 01:12:29.838000,PER,11,0 days 00:01:22.680000,10.0,1.0,,,0 days 00:00:28.928000,0 days 00:00:18.188000,0 days 00:00:35.564000,0 days 01:11:35.996000,0 days 01:11:54.184000,0 days 01:12:29.748000,274.0,301.0,290.0,295.0,True,MEDIUM,10.0,True,Red Bull Racing,0 days 01:11:07.158000,2024-03-24 04:15:50.356,1,3.0,False,,False,True
71,0 days 01:13:52.759000,PER,11,0 days 00:01:22.921000,11.0,1.0,,,0 days 00:00:29.025000,0 days 00:00:18.117000,0 days 00:00:35.779000,0 days 01:12:58.773000,0 days 01:13:16.890000,0 days 01:13:52.669000,273.0,302.0,289.0,296.0,False,MEDIUM,11.0,True,Red Bull Racing,0 days 01:12:29.838000,2024-03-24 04:17:13.036,1,3.0,False,,False,True
72,0 days 01:15:16.463000,PER,11,0 days 00:01:23.704000,12.0,1.0,,,0 days 00:00:29.511000,0 days 00:00:18.198000,0 days 00:00:35.995000,0 days 01:14:22.180000,0 days 01:14:40.378000,0 days 01:15:16.373000,,304.0,288.0,300.0,False,MEDIUM,12.0,True,Red Bull Racing,0 days 01:13:52.759000,2024-03-24 04:18:35.957,1,3.0,False,,False,True
73,0 days 01:16:40.127000,PER,11,0 days 00:01:23.664000,13.0,1.0,,,0 days 00:00:29.259000,0 days 00:00:18.263000,0 days 00:00:36.142000,0 days 01:15:45.632000,0 days 01:16:03.895000,0 days 01:16:40.037000,275.0,304.0,288.0,301.0,False,MEDIUM,13.0,True,Red Bull Racing,0 days 01:15:16.463000,2024-03-24 04:19:59.661,1,3.0,False,,False,True
74,0 days 01:18:18.820000,PER,11,0 days 00:01:38.693000,14.0,1.0,,0 days 01:18:02.904000,0 days 00:00:29.415000,0 days 00:00:18.259000,0 days 00:00:51.019000,0 days 01:17:09.452000,0 days 01:17:27.711000,0 days 01:18:18.730000,273.0,303.0,,299.0,False,MEDIUM,14.0,True,Red Bull Racing,0 days 01:16:40.127000,2024-03-24 04:21:23.325,1,6.0,False,,False,False
75,0 days 01:19:46.729000,PER,11,0 days 00:01:27.909000,15.0,2.0,0 days 01:18:20.864000,,0 days 00:00:34.380000,0 days 00:00:18.040000,0 days 00:00:35.489000,0 days 01:18:53.110000,0 days 01:19:11.150000,0 days 01:19:46.639000,276.0,307.0,305.0,228.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:18:18.820000,2024-03-24 04:23:02.018,1,10.0,False,,False,False
76,0 days 01:21:10.851000,PER,11,0 days 00:01:24.122000,16.0,2.0,,,0 days 00:00:28.669000,0 days 00:00:17.803000,0 days 00:00:37.650000,0 days 01:20:15.308000,0 days 01:20:33.111000,0 days 01:21:10.761000,277.0,318.0,304.0,317.0,False,HARD,2.0,True,Red Bull Racing,0 days 01:19:46.729000,2024-03-24 04:24:29.927,1,10.0,False,,False,True
77,0 days 01:22:54.687000,PER,11,0 days 00:01:43.836000,17.0,2.0,,,0 days 00:00:29.895000,0 days 00:00:28.248000,0 days 00:00:45.693000,0 days 01:21:40.656000,0 days 01:22:08.904000,0 days 01:22:54.597000,273.0,252.0,225.0,289.0,False,HARD,3.0,True,Red Bull Racing,0 days 01:21:10.851000,2024-03-24 04:25:54.049,267,8.0,False,,False,False
78,0 days 01:24:18.956000,PER,11,0 days 00:01:24.269000,18.0,2.0,,,0 days 00:00:31.212000,0 days 00:00:17.742000,0 days 00:00:35.315000,0 days 01:23:25.809000,0 days 01:23:43.551000,0 days 01:24:18.866000,277.0,325.0,291.0,269.0,False,HARD,4.0,True,Red Bull Racing,0 days 01:22:54.687000,2024-03-24 04:27:37.885,7,7.0,False,,False,False
79,0 days 01:25:40.796000,PER,11,0 days 00:01:21.840000,19.0,2.0,,,0 days 00:00:28.441000,0 days 00:00:17.929000,0 days 00:00:35.470000,0 days 01:24:47.307000,0 days 01:25:05.236000,0 days 01:25:40.706000,,306.0,291.0,300.0,True,HARD,5.0,True,Red Bull Racing,0 days 01:24:18.956000,2024-03-24 04:29:02.154,1,7.0,False,,False,True
80,0 days 01:27:02.507000,PER,11,0 days 00:01:21.711000,20.0,2.0,,,0 days 00:00:28.353000,0 days 00:00:17.751000,0 days 00:00:35.607000,0 days 01:26:09.059000,0 days 01:26:26.810000,0 days 01:27:02.417000,287.0,322.0,303.0,299.0,True,HARD,6.0,True,Red Bull Racing,0 days 01:25:40.796000,2024-03-24 04:30:23.994,1,7.0,False,,False,True
81,0 days 01:28:24.558000,PER,11,0 days 00:01:22.051000,21.0,2.0,,,0 days 00:00:28.506000,0 days 00:00:17.651000,0 days 00:00:35.894000,0 days 01:27:30.923000,0 days 01:27:48.574000,0 days 01:28:24.468000,285.0,332.0,291.0,310.0,False,HARD,7.0,True,Red Bull Racing,0 days 01:27:02.507000,2024-03-24 04:31:45.705,1,6.0,False,,False,True
82,0 days 01:29:46.427000,PER,11,0 days 00:01:21.869000,22.0,2.0,,,0 days 00:00:28.590000,0 days 00:00:17.918000,0 days 00:00:35.361000,0 days 01:28:53.058000,0 days 01:29:10.976000,0 days 01:29:46.337000,276.0,301.0,291.0,297.0,False,HARD,8.0,True,Red Bull Racing,0 days 01:28:24.558000,2024-03-24 04:33:07.756,1,6.0,False,,False,True
83,0 days 01:31:08.276000,PER,11,0 days 00:01:21.849000,23.0,2.0,,,0 days 00:00:28.617000,0 days 00:00:18.014000,0 days 00:00:35.218000,0 days 01:30:14.954000,0 days 01:30:32.968000,0 days 01:31:08.186000,,303.0,291.0,296.0,False,HARD,9.0,True,Red Bull Racing,0 days 01:29:46.427000,2024-03-24 04:34:29.625,1,6.0,False,,False,True
84,0 days 01:32:29.803000,PER,11,0 days 00:01:21.527000,24.0,2.0,,,0 days 00:00:28.583000,0 days 00:00:17.881000,0 days 00:00:35.063000,0 days 01:31:36.769000,0 days 01:31:54.650000,0 days 01:32:29.713000,278.0,303.0,292.0,294.0,True,HARD,10.0,True,Red Bull Racing,0 days 01:31:08.276000,2024-03-24 04:35:51.474,1,6.0,False,,False,True
85,0 days 01:33:51.298000,PER,11,0 days 00:01:21.495000,25.0,2.0,,,0 days 00:00:28.513000,0 days 00:00:17.809000,0 days 00:00:35.173000,0 days 01:32:58.226000,0 days 01:33:16.035000,0 days 01:33:51.208000,277.0,303.0,291.0,295.0,True,HARD,11.0,True,Red Bull Racing,0 days 01:32:29.803000,2024-03-24 04:37:13.001,1,6.0,False,,False,True
86,0 days 01:35:13.544000,PER,11,0 days 00:01:22.246000,26.0,2.0,,,0 days 00:00:28.587000,0 days 00:00:17.932000,0 days 00:00:35.727000,0 days 01:34:19.795000,0 days 01:34:37.727000,0 days 01:35:13.454000,275.0,301.0,304.0,,False,HARD,12.0,True,Red Bull Racing,0 days 01:33:51.298000,2024-03-24 04:38:34.496,1,6.0,False,,False,True
87,0 days 01:36:35.101000,PER,11,0 days 00:01:21.557000,27.0,2.0,,,0 days 00:00:28.521000,0 days 00:00:17.600000,0 days 00:00:35.436000,0 days 01:35:41.975000,0 days 01:35:59.575000,0 days 01:36:35.011000,284.0,329.0,291.0,312.0,False,HARD,13.0,True,Red Bull Racing,0 days 01:35:13.544000,2024-03-24 04:39:56.742,1,5.0,False,,False,True
88,0 days 01:37:57.253000,PER,11,0 days 00:01:22.152000,28.0,2.0,,,0 days 00:00:28.742000,0 days 00:00:18.141000,0 days 00:00:35.269000,0 days 01:37:03.753000,0 days 01:37:21.894000,0 days 01:37:57.163000,273.0,296.0,291.0,292.0,False,HARD,14.0,True,Red Bull Racing,0 days 01:36:35.101000,2024-03-24 04:41:18.299,1,5.0,False,,False,True
89,0 days 01:39:19.379000,PER,11,0 days 00:01:22.126000,29.0,2.0,,,0 days 00:00:28.645000,0 days 00:00:18.042000,0 days 00:00:35.439000,0 days 01:38:25.808000,0 days 01:38:43.850000,0 days 01:39:19.289000,274.0,298.0,291.0,293.0,False,HARD,15.0,True,Red Bull Racing,0 days 01:37:57.253000,2024-03-24 04:42:40.451,1,5.0,False,,False,True
90,0 days 01:40:41.559000,PER,11,0 days 00:01:22.180000,30.0,2.0,,,0 days 00:00:28.599000,0 days 00:00:17.955000,0 days 00:00:35.626000,0 days 01:39:47.888000,0 days 01:40:05.843000,0 days 01:40:41.469000,275.0,301.0,290.0,295.0,False,HARD,16.0,True,Red Bull Racing,0 days 01:39:19.379000,2024-03-24 04:44:02.577,1,5.0,False,,False,True
91,0 days 01:42:03.918000,PER,11,0 days 00:01:22.359000,31.0,2.0,,,0 days 00:00:28.718000,0 days 00:00:18.013000,0 days 00:00:35.628000,0 days 01:41:10.187000,0 days 01:41:28.200000,0 days 01:42:03.828000,,299.0,290.0,296.0,False,HARD,17.0,True,Red Bull Racing,0 days 01:40:41.559000,2024-03-24 04:45:24.757,1,5.0,False,,False,True
92,0 days 01:43:26.359000,PER,11,0 days 00:01:22.441000,32.0,2.0,,,0 days 00:00:28.807000,0 days 00:00:18.016000,0 days 00:00:35.618000,0 days 01:42:32.635000,0 days 01:42:50.651000,0 days 01:43:26.269000,278.0,299.0,290.0,295.0,False,HARD,18.0,True,Red Bull Racing,0 days 01:42:03.918000,2024-03-24 04:46:47.116,1,5.0,False,,False,True
93,0 days 01:44:48.925000,PER,11,0 days 00:01:22.566000,33.0,2.0,,,0 days 00:00:28.869000,0 days 00:00:18.127000,0 days 00:00:35.570000,0 days 01:43:55.138000,0 days 01:44:13.265000,0 days 01:44:48.835000,276.0,299.0,290.0,293.0,False,HARD,19.0,True,Red Bull Racing,0 days 01:43:26.359000,2024-03-24 04:48:09.557,1,5.0,False,,False,True
94,0 days 01:46:11.887000,PER,11,0 days 00:01:22.962000,34.0,2.0,,,0 days 00:00:28.911000,0 days 00:00:18.114000,0 days 00:00:35.937000,0 days 01:45:17.746000,0 days 01:45:35.860000,0 days 01:46:11.797000,,300.0,290.0,295.0,False,HARD,20.0,True,Red Bull Racing,0 days 01:44:48.925000,2024-03-24 04:49:32.123,1,5.0,False,,False,True
95,0 days 01:47:51.327000,PER,11,0 days 00:01:39.440000,35.0,2.0,,0 days 01:47:36.252000,0 days 00:00:31.486000,0 days 00:00:18.229000,0 days 00:00:49.725000,0 days 01:46:43.283000,0 days 01:47:01.512000,0 days 01:47:51.237000,275.0,304.0,,294.0,False,HARD,21.0,True,Red Bull Racing,0 days 01:46:11.887000,2024-03-24 04:50:55.085,1,7.0,False,,False,False
96,0 days 01:49:18.999000,PER,11,0 days 00:01:27.672000,36.0,3.0,0 days 01:47:53.442000,,0 days 00:00:34.252000,0 days 00:00:18.108000,0 days 00:00:35.312000,0 days 01:48:25.489000,0 days 01:48:43.597000,0 days 01:49:18.909000,271.0,306.0,292.0,232.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:47:51.327000,2024-03-24 04:52:34.525,1,8.0,False,,False,False
97,0 days 01:50:40.217000,PER,11,0 days 00:01:21.218000,37.0,3.0,,,0 days 00:00:28.323000,0 days 00:00:17.862000,0 days 00:00:35.033000,0 days 01:49:47.232000,0 days 01:50:05.094000,0 days 01:50:40.127000,277.0,303.0,293.0,294.0,True,HARD,2.0,True,Red Bull Racing,0 days 01:49:18.999000,2024-03-24 04:54:02.197,1,7.0,False,,False,True
98,0 days 01:52:01.462000,PER,11,0 days 00:01:21.245000,38.0,3.0,,,0 days 00:00:28.319000,0 days 00:00:18.045000,0 days 00:00:34.881000,0 days 01:51:08.446000,0 days 01:51:26.491000,0 days 01:52:01.372000,274.0,298.0,292.0,295.0,False,HARD,3.0,True,Red Bull Racing,0 days 01:50:40.217000,2024-03-24 04:55:23.415,1,7.0,False,,False,True
99,0 days 01:53:22.910000,PER,11,0 days 00:01:21.448000,39.0,3.0,,,0 days 00:00:28.423000,0 days 00:00:17.834000,0 days 00:00:35.191000,0 days 01:52:29.795000,0 days 01:52:47.629000,0 days 01:53:22.820000,275.0,300.0,292.0,294.0,False,HARD,4.0,True,Red Bull Racing,0 days 01:52:01.462000,2024-03-24 04:56:44.660,1,7.0,False,,False,True
100,0 days 01:54:43.955000,PER,11,0 days 00:01:21.045000,40.0,3.0,,,0 days 00:00:28.400000,0 days 00:00:17.836000,0 days 00:00:34.809000,0 days 01:53:51.220000,0 days 01:54:09.056000,0 days 01:54:43.865000,276.0,302.0,292.0,,True,HARD,5.0,True,Red Bull Racing,0 days 01:53:22.910000,2024-03-24 04:58:06.108,1,7.0,False,,False,True
101,0 days 01:56:04.953000,PER,11,0 days 00:01:20.998000,41.0,3.0,,,0 days 00:00:28.268000,0 days 00:00:17.817000,0 days 00:00:34.913000,0 days 01:55:12.133000,0 days 01:55:29.950000,0 days 01:56:04.863000,278.0,302.0,292.0,295.0,True,HARD,6.0,True,Red Bull Racing,0 days 01:54:43.955000,2024-03-24 04:59:27.153,1,6.0,False,,False,True
102,0 days 01:57:26.303000,PER,11,0 days 00:01:21.350000,42.0,3.0,,,0 days 00:00:28.442000,0 days 00:00:17.795000,0 days 00:00:35.113000,0 days 01:56:33.305000,0 days 01:56:51.100000,0 days 01:57:26.213000,275.0,302.0,292.0,296.0,False,HARD,7.0,True,Red Bull Racing,0 days 01:56:04.953000,2024-03-24 05:00:48.151,1,6.0,False,,False,True
103,0 days 01:58:47.101000,PER,11,0 days 00:01:20.798000,43.0,3.0,,,0 days 00:00:28.267000,0 days 00:00:17.739000,0 days 00:00:34.792000,0 days 01:57:54.480000,0 days 01:58:12.219000,0 days 01:58:47.011000,280.0,305.0,293.0,298.0,True,HARD,8.0,True,Red Bull Racing,0 days 01:57:26.303000,2024-03-24 05:02:09.501,1,6.0,False,,False,True
104,0 days 02:00:07.807000,PER,11,0 days 00:01:20.706000,44.0,3.0,,,0 days 00:00:28.222000,0 days 00:00:17.702000,0 days 00:00:34.782000,0 days 01:59:15.233000,0 days 01:59:32.935000,0 days 02:00:07.717000,279.0,304.0,293.0,297.0,True,HARD,9.0,True,Red Bull Racing,0 days 01:58:47.101000,2024-03-24 05:03:30.299,1,6.0,False,,False,True
105,0 days 02:01:28.576000,PER,11,0 days 00:01:20.769000,45.0,3.0,,,0 days 00:00:28.262000,0 days 00:00:17.736000,0 days 00:00:34.771000,0 days 02:00:35.979000,0 days 02:00:53.715000,0 days 02:01:28.486000,,302.0,293.0,294.0,False,HARD,10.0,True,Red Bull Racing,0 days 02:00:07.807000,2024-03-24 05:04:51.005,1,5.0,False,,False,True
106,0 days 02:02:49.004000,PER,11,0 days 00:01:20.428000,46.0,3.0,,,0 days 00:00:28.204000,0 days 00:00:17.718000,0 days 00:00:34.506000,0 days 02:01:56.690000,0 days 02:02:14.408000,0 days 02:02:48.914000,278.0,300.0,293.0,297.0,True,HARD,11.0,True,Red Bull Racing,0 days 02:01:28.576000,2024-03-24 05:06:11.774,1,5.0,False,,False,True
107,0 days 02:04:09.392000,PER,11,0 days 00:01:20.388000,47.0,3.0,,,0 days 00:00:28.091000,0 days 00:00:17.734000,0 days 00:00:34.563000,0 days 02:03:17.005000,0 days 02:03:34.739000,0 days 02:04:09.302000,,302.0,293.0,295.0,True,HARD,12.0,True,Red Bull Racing,0 days 02:02:49.004000,2024-03-24 05:07:32.202,1,5.0,False,,False,True
108,0 days 02:05:30.228000,PER,11,0 days 00:01:20.836000,48.0,3.0,,,0 days 00:00:28.191000,0 days 00:00:17.724000,0 days 00:00:34.921000,0 days 02:04:37.493000,0 days 02:04:55.217000,0 days 02:05:30.138000,277.0,302.0,293.0,,False,HARD,13.0,True,Red Bull Racing,0 days 02:04:09.392000,2024-03-24 05:08:52.590,1,5.0,False,,False,True
109,0 days 02:06:50.988000,PER,11,0 days 00:01:20.760000,49.0,3.0,,,0 days 00:00:28.140000,0 days 00:00:17.803000,0 days 00:00:34.817000,0 days 02:05:58.278000,0 days 02:06:16.081000,0 days 02:06:50.898000,281.0,304.0,293.0,297.0,False,HARD,14.0,True,Red Bull Racing,0 days 02:05:30.228000,2024-03-24 05:10:13.426,1,5.0,False,,False,True
110,0 days 02:08:11.859000,PER,11,0 days 00:01:20.871000,50.0,3.0,,,0 days 00:00:28.244000,0 days 00:00:17.792000,0 days 00:00:34.835000,0 days 02:07:19.142000,0 days 02:07:36.934000,0 days 02:08:11.769000,277.0,300.0,293.0,293.0,False,HARD,15.0,True,Red Bull Racing,0 days 02:06:50.988000,2024-03-24 05:11:34.186,1,5.0,False,,False,True
111,0 days 02:09:32.897000,PER,11,0 days 00:01:21.038000,51.0,3.0,,,0 days 00:00:28.284000,0 days 00:00:17.866000,0 days 00:00:34.888000,0 days 02:08:40.053000,0 days 02:08:57.919000,0 days 02:09:32.807000,278.0,300.0,293.0,296.0,False,HARD,16.0,True,Red Bull Racing,0 days 02:08:11.859000,2024-03-24 05:12:55.057,1,5.0,False,,False,True
112,0 days 02:10:54.047000,PER,11,0 days 00:01:21.150000,52.0,3.0,,,0 days 00:00:28.380000,0 days 00:00:17.743000,0 days 00:00:35.027000,0 days 02:10:01.187000,0 days 02:10:18.930000,0 days 02:10:53.957000,,301.0,293.0,,False,HARD,17.0,True,Red Bull Racing,0 days 02:09:32.897000,2024-03-24 05:14:16.095,1,5.0,False,,False,True
113,0 days 02:12:15.591000,PER,11,0 days 00:01:21.544000,53.0,3.0,,,0 days 00:00:28.466000,0 days 00:00:17.814000,0 days 00:00:35.264000,0 days 02:11:22.423000,0 days 02:11:40.237000,0 days 02:12:15.501000,,303.0,293.0,,False,HARD,18.0,True,Red Bull Racing,0 days 02:10:54.047000,2024-03-24 05:15:37.245,1,5.0,False,,False,True
114,0 days 02:13:37.221000,PER,11,0 days 00:01:21.630000,54.0,3.0,,,0 days 00:00:28.537000,0 days 00:00:17.969000,0 days 00:00:35.124000,0 days 02:12:44.038000,0 days 02:13:02.007000,0 days 02:13:37.131000,276.0,301.0,293.0,297.0,False,HARD,19.0,True,Red Bull Racing,0 days 02:12:15.591000,2024-03-24 05:16:58.789,1,5.0,False,,False,True
115,0 days 02:14:58.837000,PER,11,0 days 00:01:21.616000,55.0,3.0,,,0 days 00:00:28.522000,0 days 00:00:17.986000,0 days 00:00:35.108000,0 days 02:14:05.653000,0 days 02:14:23.639000,0 days 02:14:58.747000,278.0,302.0,293.0,300.0,False,HARD,20.0,True,Red Bull Racing,0 days 02:13:37.221000,2024-03-24 05:18:20.419,1,5.0,False,,False,True
116,0 days 02:16:20.686000,PER,11,0 days 00:01:21.849000,56.0,3.0,,,0 days 00:00:28.564000,0 days 00:00:17.943000,0 days 00:00:35.342000,0 days 02:15:27.311000,0 days 02:15:45.254000,0 days 02:16:20.596000,277.0,302.0,293.0,298.0,False,HARD,21.0,True,Red Bull Racing,0 days 02:14:58.837000,2024-03-24 05:19:42.035,1,5.0,False,,False,True
117,0 days 02:17:50.986000,PER,11,0 days 00:01:30.300000,57.0,3.0,,,0 days 00:00:28.769000,0 days 00:00:17.883000,0 days 00:00:43.648000,0 days 02:16:49.365000,0 days 02:17:07.248000,0 days 02:17:50.896000,278.0,303.0,227.0,296.0,False,HARD,22.0,True,Red Bull Racing,0 days 02:16:20.686000,2024-03-24 05:21:03.884,2,5.0,False,,False,True
118,0 days 02:19:52.728000,PER,11,0 days 00:02:01.742000,58.0,3.0,,,0 days 00:00:42.725000,0 days 00:00:40.289000,0 days 00:00:38.728000,0 days 02:18:33.621000,0 days 02:19:13.910000,0 days 02:19:52.638000,125.0,294.0,284.0,204.0,False,HARD,23.0,True,Red Bull Racing,0 days 02:17:50.986000,2024-03-24 05:22:34.184,6,5.0,False,,False,False
119,0 days 01:00:04.079000,ALO,14,0 days 00:01:34.503000,1.0,1.0,,,,0 days 00:00:18.774000,0 days 00:00:37.212000,,0 days 00:59:26.965000,0 days 01:00:04.137000,259.0,292.0,285.0,233.0,False,HARD,2.0,False,Aston Martin,0 days 00:58:29.232000,2024-03-24 04:03:12.430,1,11.0,False,,False,False
120,0 days 01:01:28.363000,ALO,14,0 days 00:01:24.284000,2.0,1.0,,,0 days 00:00:29.590000,0 days 00:00:18.419000,0 days 00:00:36.275000,0 days 01:00:33.610000,0 days 01:00:52.029000,0 days 01:01:28.304000,272.0,318.0,302.0,283.0,True,HARD,3.0,False,Aston Martin,0 days 01:00:04.079000,2024-03-24 04:04:47.277,1,11.0,False,,False,True
121,0 days 01:02:51.341000,ALO,14,0 days 00:01:22.978000,3.0,1.0,,,0 days 00:00:28.865000,0 days 00:00:18.223000,0 days 00:00:35.890000,0 days 01:01:57.169000,0 days 01:02:15.392000,0 days 01:02:51.282000,266.0,321.0,303.0,322.0,True,HARD,4.0,False,Aston Martin,0 days 01:01:28.363000,2024-03-24 04:06:11.561,1,11.0,False,,False,True
122,0 days 01:04:15.083000,ALO,14,0 days 00:01:23.742000,4.0,1.0,,,0 days 00:00:29.019000,0 days 00:00:18.082000,0 days 00:00:36.641000,0 days 01:03:20.301000,0 days 01:03:38.383000,0 days 01:04:15.024000,271.0,320.0,288.0,302.0,False,HARD,5.0,False,Aston Martin,0 days 01:02:51.341000,2024-03-24 04:07:34.539,1,10.0,False,,False,True
123,0 days 01:05:38.377000,ALO,14,0 days 00:01:23.294000,5.0,1.0,,,0 days 00:00:28.967000,0 days 00:00:18.355000,0 days 00:00:35.972000,0 days 01:04:43.991000,0 days 01:05:02.346000,0 days 01:05:38.318000,270.0,306.0,303.0,305.0,False,HARD,6.0,False,Aston Martin,0 days 01:04:15.083000,2024-03-24 04:08:58.281,1,10.0,False,,False,True
124,0 days 01:07:01.573000,ALO,14,0 days 00:01:23.196000,6.0,1.0,,,0 days 00:00:29.130000,0 days 00:00:18.130000,0 days 00:00:35.936000,0 days 01:06:07.448000,0 days 01:06:25.578000,0 days 01:07:01.514000,273.0,329.0,303.0,312.0,False,HARD,7.0,False,Aston Martin,0 days 01:05:38.377000,2024-03-24 04:10:21.575,1,10.0,False,,False,True
125,0 days 01:08:24.368000,ALO,14,0 days 00:01:22.795000,7.0,1.0,,,0 days 00:00:28.901000,0 days 00:00:18.077000,0 days 00:00:35.817000,0 days 01:07:30.415000,0 days 01:07:48.492000,0 days 01:08:24.309000,270.0,326.0,303.0,,True,HARD,8.0,False,Aston Martin,0 days 01:07:01.573000,2024-03-24 04:11:44.771,1,9.0,False,,False,True
126,0 days 01:09:47.137000,ALO,14,0 days 00:01:22.769000,8.0,1.0,,,0 days 00:00:28.605000,0 days 00:00:18.317000,0 days 00:00:35.847000,0 days 01:08:52.914000,0 days 01:09:11.231000,0 days 01:09:47.078000,271.0,301.0,301.0,316.0,True,HARD,9.0,False,Aston Martin,0 days 01:08:24.368000,2024-03-24 04:13:07.566,1,7.0,False,,False,True
127,0 days 01:11:10.482000,ALO,14,0 days 00:01:23.345000,9.0,1.0,,,0 days 00:00:29.058000,0 days 00:00:18.168000,0 days 00:00:36.119000,0 days 01:10:16.136000,0 days 01:10:34.304000,0 days 01:11:10.423000,,316.0,300.0,309.0,False,HARD,10.0,False,Aston Martin,0 days 01:09:47.137000,2024-03-24 04:14:30.335,1,4.0,False,,False,True
128,0 days 01:12:33.090000,ALO,14,0 days 00:01:22.608000,10.0,1.0,,,0 days 00:00:28.563000,0 days 00:00:18.363000,0 days 00:00:35.682000,0 days 01:11:38.986000,0 days 01:11:57.349000,0 days 01:12:33.031000,270.0,296.0,288.0,319.0,True,HARD,11.0,False,Aston Martin,0 days 01:11:10.482000,2024-03-24 04:15:53.680,1,4.0,False,,False,True
129,0 days 01:13:56.029000,ALO,14,0 days 00:01:22.939000,11.0,1.0,,,0 days 00:00:28.895000,0 days 00:00:18.338000,0 days 00:00:35.706000,0 days 01:13:01.926000,0 days 01:13:20.264000,0 days 01:13:55.970000,267.0,295.0,288.0,288.0,False,HARD,12.0,False,Aston Martin,0 days 01:12:33.090000,2024-03-24 04:17:16.288,1,4.0,False,,False,True
130,0 days 01:15:18.933000,ALO,14,0 days 00:01:22.904000,12.0,1.0,,,0 days 00:00:28.712000,0 days 00:00:18.340000,0 days 00:00:35.852000,0 days 01:14:24.682000,0 days 01:14:43.022000,0 days 01:15:18.874000,270.0,296.0,286.0,296.0,False,HARD,13.0,False,Aston Martin,0 days 01:13:56.029000,2024-03-24 04:18:39.227,1,4.0,False,,False,True
131,0 days 01:16:42.120000,ALO,14,0 days 00:01:23.187000,13.0,1.0,,,0 days 00:00:28.986000,0 days 00:00:18.324000,0 days 00:00:35.877000,0 days 01:15:47.860000,0 days 01:16:06.184000,0 days 01:16:42.061000,,297.0,288.0,289.0,False,HARD,14.0,False,Aston Martin,0 days 01:15:18.933000,2024-03-24 04:20:02.131,1,4.0,False,,False,True
132,0 days 01:18:05.575000,ALO,14,0 days 00:01:23.455000,14.0,1.0,,,0 days 00:00:29.200000,0 days 00:00:18.278000,0 days 00:00:35.977000,0 days 01:17:11.261000,0 days 01:17:29.539000,0 days 01:18:05.516000,272.0,298.0,286.0,290.0,False,HARD,15.0,False,Aston Martin,0 days 01:16:42.120000,2024-03-24 04:21:25.318,1,2.0,False,,False,True
133,0 days 01:19:28.713000,ALO,14,0 days 00:01:23.138000,15.0,1.0,,,0 days 00:00:28.907000,0 days 00:00:18.401000,0 days 00:00:35.830000,0 days 01:18:34.423000,0 days 01:18:52.824000,0 days 01:19:28.654000,271.0,291.0,285.0,294.0,False,HARD,16.0,False,Aston Martin,0 days 01:18:05.575000,2024-03-24 04:22:48.773,1,2.0,False,,False,True
134,0 days 01:20:51.952000,ALO,14,0 days 00:01:23.239000,16.0,1.0,,,0 days 00:00:29.002000,0 days 00:00:18.450000,0 days 00:00:35.787000,0 days 01:19:57.656000,0 days 01:20:16.106000,0 days 01:20:51.893000,269.0,294.0,285.0,285.0,False,HARD,17.0,False,Aston Martin,0 days 01:19:28.713000,2024-03-24 04:24:11.911,1,2.0,False,,False,True
